smiles,Eea,Egb,Egc,Ei
*CC(C)(C)COC(=O)CCCCCCC(=O)O*,-99.0,-99.0,6.7281,-99.0
*Cc1ccc(COC(=O)CCCC(=O)O*)cc1,-99.0,-99.0,5.4521,-99.0
*Cc1ccc(COC(=O)CCCCCCCCCCC(=O)O*)cc1,-99.0,-99.0,5.5473,-99.0
*Cc1ccc(COC(=O)c2cccc(C(=O)O*)c2)cc1,-99.0,-99.0,4.5912,-99.0
*Cc1ccc(COC(=O)CCCCCC(=O)O*)cc1,-99.0,-99.0,5.6303,-99.0
*Cc1ccc(COC(=O)CCCCCCCCC(=O)O*)cc1,-99.0,-99.0,5.2222,-99.0
*Cc1ccc(COC(=O)CCC(=O)O*)cc1,-99.0,-99.0,5.464,-99.0
*CC(C)(C)COC(=O)CC(=O)O*,-99.0,-99.0,6.7138,-99.0
*CCCCCCCCCCOC(=O)c1ccc2cc(C(=O)O*)ccc2c1,-99.0,-99.0,3.7577,-99.0
*OC(C)CCCC(C)C(*)=O,-99.0,-99.0,6.6886,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)c1cccc(-c2cccc(C(=O)O*)c2)c1,-99.0,-99.0,4.3076,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,-99.0,-99.0,6.6602,-99.0
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CC(CC(=O)O*)C(F)(F)C(F)(F)C(F)(F)F,-99.0,-99.0,6.9563,-99.0
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)CCCC(=O)O*,-99.0,-99.0,7.0209,-99.0
*OC1C(C)(C)C(OC(=O)C2CCC(C(*)=O)CC2)C1(C)C,-99.0,-99.0,6.4982,-99.0
*OC1C(C)(C)C(OC(=O)c2ccc(C(*)=O)cc2)C1(C)C,-99.0,-99.0,4.7185,-99.0
*Oc1cc(C)cc(OC(=O)c2cccc(C(*)=O)c2)c1,-99.0,-99.0,4.2911,-99.0
*CC(C)(C)COC(=O)C1CCC(C(=O)O*)CC1,-99.0,-99.0,6.6144,-99.0
*Oc1c(C)cc(-c2cc(C)c(OC(=O)CCCCCC(*)=O)c(C)c2)cc1C,-99.0,-99.0,4.7241,-99.0
*Oc1ccc(C(C)(C)c2ccc(OC(=O)c3ccc(C(*)=O)cc3)c(C(C)C)c2)cc1C(C)C,-99.0,-99.0,3.2409,-99.0
*Oc1c(C)cc(C(C)(C)c2cc(C)c(OC(=O)c3ccc(C(*)=O)cc3)c(C)c2)cc1C,-99.0,-99.0,3.2111,-99.0
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)c3ccccc3-c3ccccc32)cc1,-99.0,-99.0,3.1166,-99.0
*CCCCCCCCCCCCOC(=O)c1cccc(C(=O)O*)c1,-99.0,-99.0,5.1678,-99.0
*OC1CCC(OC(=O)CCCCCCCCC(*)=O)CC1,-99.0,-99.0,6.4612,-99.0
*OC(C)COC(=O)CCCCCC(*)=O,-99.0,-99.0,6.6845,-99.0
*CCC(=O)OCCOC(=O)CCN1CCN(*)CC1,-99.0,-99.0,5.0863,-99.0
*OC(C)COC(=O)CCCCCCCCC(*)=O,-99.0,-99.0,6.952,-99.0
*OC(C)COC(=O)CCCCCCC(*)=O,-99.0,-99.0,6.5111,-99.0
*OC(C)COC(=O)CCC(*)=O,-99.0,-99.0,6.8804,-99.0
*CCOC(=O)CCCCS(=O)(=O)CCCCC(=O)O*,-99.0,-99.0,6.7001,-99.0
*OC(c1ccco1)C(C)(C)C(*)=O,-99.0,-99.0,5.4574,-99.0
*CCCCOC(=O)C(OC)C(OC)C(=O)O*,-99.0,-99.0,6.1422,-99.0
*Oc1ccc(C2(c3ccc(OC(=O)c4ccc(C(*)=O)cc4)cc3)CCc3ccccc32)cc1,-99.0,-99.0,3.2587,-99.0
*OC(=C(C)C)C(C)(C)C(*)=O,-99.0,-99.0,4.7881,-99.0
*Oc1ccc(OC(=O)C=Cc2ccc(C=CC(*)=O)cc2)cc1,-99.0,-99.0,3.0386,-99.0
*C(=O)OCCCCCCCCOC(=O)c1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)cc1,-99.0,-99.0,2.9577,-99.0
*CCOC(=O)c1ccc(-c2ccc(C(=O)O*)cc2C)c(C)c1,-99.0,-99.0,4.5782,-99.0
*CCOC(=O)c1ccc(C2(C)CC(C)(C)c3ccc(C(=O)O*)cc32)cc1,-99.0,-99.0,4.3486,-99.0
*CC(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,-99.0,-99.0,6.5652,-99.0
*CC(F)(F)C(F)(F)C(F)(F)C(F)(F)COC(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(=O)O*,-99.0,-99.0,6.3052,-99.0
*OC(C)CCCCC(*)=O,-99.0,-99.0,6.5026,-99.0
*CCCCCC(=O)N*,-99.0,-99.0,5.9862,-99.0
*CCCCCCNC(=O)CCCCCC(=O)N*,-99.0,-99.0,5.936,-99.0
*CCCCCCNC(=O)CCCCCCC(=O)N*,-99.0,-99.0,5.7328,-99.0
*CCCCCCNC(=O)CCCCCCCC(=O)N*,-99.0,-99.0,5.6457,-99.0
*CCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,6.0268,-99.0
*CCCCCCCC(=O)N*,-99.0,-99.0,6.0401,-99.0
*CCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.7713,-99.0
*CCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.8323,-99.0
*CCCCCCCCC(=O)N*,-99.0,-99.0,6.101,-99.0
*CCCCCCCCCNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.6864,-99.0
*CCCCCCCCCC(=O)N*,-99.0,-99.0,6.1321,-99.0
*CCCCCCCCCCC(=O)N*,-99.0,-99.0,6.0098,-99.0
*CCCCCCCCCCCC(=O)N*,-99.0,-99.0,6.0986,-99.0
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9072,-99.0
*CCCCCCCCCCCCC(=O)N*,-99.0,-99.0,6.0892,-99.0
*NC1CCC(CC2CCC(NC(=O)CCCCC(*)=O)CC2)CC1,-99.0,-99.0,5.6991,-99.0
*CCCP(CCCNC(=O)CCCCC(=O)N*)CC(C)C,-99.0,-99.0,5.1348,-99.0
*OC(=O)c1ccc(C(=O)NCNC(=O)c2ccc(C(*)=O)cc2)cc1,-99.0,-99.0,4.0657,-99.0
*CCCCCCCCCCNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.8086,-99.0
*CCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.9125,-99.0
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,-99.0,-99.0,5.7012,-99.0
*NC1CCC(CC2CCC(NC(=O)CCCCCCCCC(*)=O)CC2)CC1,-99.0,-99.0,5.8072,-99.0
*Nc1ccc(-c2ccc(NC(=O)c3cccc(C(*)=O)c3)cc2)cc1,-99.0,-99.0,3.4939,-99.0
*CCCCCCNC(=O)c1cccc(C(=O)N*)c1,-99.0,-99.0,5.0813,-99.0
*CC1CCC(CNC(=O)c2cccc(C(=O)N*)c2)CC1,-99.0,-99.0,4.9032,-99.0
*CCCC(C)(C)CNC(=O)c1cccc(C(=O)N*)c1,-99.0,-99.0,5.0204,-99.0
*CC1CC(CNC(=O)c2cccc(C(=O)N*)c2)CC(C(C)(C)C)C1,-99.0,-99.0,4.8842,-99.0
*CC1CCCC(CNC(=O)c2cccc(C(=O)N*)c2)C1,-99.0,-99.0,4.8123,-99.0
*CCCCCCCCNC(=O)Cc1ccc(CC(=O)N*)cc1,-99.0,-99.0,5.1086,-99.0
*CCCCCCNC(=O)CCP(=S)(CCC(=O)N*)c1ccccc1,-99.0,-99.0,4.6741,-99.0
*CCCCCCNC(=O)CCP(=O)(CCC(=O)N*)c1ccccc1,-99.0,-99.0,4.8862,-99.0
*NC1CC(C)(C)CC(C)(CNC(=O)CCCCC(*)=O)C1,-99.0,-99.0,5.6216,-99.0
*Cc1ccc(CNC(=O)CCCCCCCCCCC(=O)N*)cc1,-99.0,-99.0,5.2323,-99.0
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCC(=O)N*)cc1,-99.0,-99.0,5.2897,-99.0
*NC(C)(C)CC(*)=O,-99.0,-99.0,5.5484,-99.0
*CCCC(C)(C)CNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.8218,-99.0
*CCC(C)(C)CC(C)CNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.8095,-99.0
*Nc1cccc2c(NC(=O)c3cccc(C(*)=O)c3)cccc12,-99.0,-99.0,3.1462,-99.0
*Nc1cccc(NC(=O)c2cccc(C(*)=O)c2)c1,-99.0,-99.0,4.1202,-99.0
*Nc1ccc(NC(=O)c2cccc(C(*)=O)c2)cc1,-99.0,-99.0,3.551,-99.0
*Nc1ccc(NC(=O)c2ccc(C(*)=O)cc2)cc1,-99.0,-99.0,3.2673,-99.0
*Nc1ccc(-c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,-99.0,-99.0,3.3951,-99.0
*CCCC(CCNC(=O)c1ccc(C(=O)N*)cc1)C(C)C,-99.0,-99.0,4.6978,-99.0
*CCCCCCCNC(=O)c1ccc(C(=O)N*)cc1,-99.0,-99.0,4.6365,-99.0
*Nc1ccc(Cc2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)cc1,-99.0,-99.0,3.2294,-99.0
*CCCCCCCCCNC(=O)CCCCCCCC(=O)N*,-99.0,-99.0,5.928,-99.0
*CCCCCCCCNC(=O)CCCCCCC(=O)N*,-99.0,-99.0,5.7761,-99.0
*NC(CCC(=O)OC)C(*)=O,-99.0,-99.0,5.9283,-99.0
*CCCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.5356,-99.0
*C(=O)CCCCCCCCC(=O)N1CCN(*)CC1,-99.0,-99.0,5.5924,-99.0
*C(=O)CCCCC(=O)N1CCN(*)CC1,-99.0,-99.0,5.6091,-99.0
*CCCCCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.6458,-99.0
*CCCCCCCCCCCCNC(=O)C(=O)N*,-99.0,-99.0,5.7269,-99.0
*CCCCCCCCCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.6731,-99.0
*CCCCCCCCCCNC(=O)CCCCCCCC(=O)N*,-99.0,-99.0,5.9559,-99.0
*CC(C)(C)C(=O)N*,-99.0,-99.0,5.6887,-99.0
*CCCCC(C)CC(=O)N*,-99.0,-99.0,6.0469,-99.0
*CCCC(C)CCC(=O)N*,-99.0,-99.0,5.9091,-99.0
*CC(C)CCCCC(=O)N*,-99.0,-99.0,6.0272,-99.0
*NC(C)CC(*)=O,-99.0,-99.0,5.711,-99.0
*CCCC(=O)N*,-99.0,-99.0,5.5236,-99.0
*CCCC(C)CC(=O)N*,-99.0,-99.0,6.0894,-99.0
*CCCCC(=O)N*,-99.0,-99.0,5.9658,-99.0
*CCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,6.0239,-99.0
*CNC(=O)CCCCC(=O)N*,-99.0,-99.0,6.0289,-99.0
*CNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,6.1742,-99.0
*CCNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.8254,-99.0
*CCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.9828,-99.0
*CCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.5657,-99.0
*CCCCNC(=O)CCCCCC(=O)N*,-99.0,-99.0,5.7771,-99.0
*CCCCNC(=O)CCCCCCC(=O)N*,-99.0,-99.0,6.0697,-99.0
*CCCCNC(=O)CCCCCCCC(=O)N*,-99.0,-99.0,5.9048,-99.0
*CCCCNC(=O)CCCCCCCCCC(=O)N*,-99.0,-99.0,5.9628,-99.0
*CCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9492,-99.0
*CCCCCNC(=O)CC(=O)N*,-99.0,-99.0,5.7523,-99.0
*CCCCCNC(=O)CCCCCC(=O)N*,-99.0,-99.0,5.9272,-99.0
*CCCCCNC(=O)CCCCCCC(=O)N*,-99.0,-99.0,5.9286,-99.0
*CCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.6828,-99.0
*CCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.8927,-99.0
*CCCCCCNC(=O)CCCC(=O)N*,-99.0,-99.0,5.7154,-99.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.8888,-99.0
*CCCCCCCNC(=O)CCCCCCCC(=O)N*,-99.0,-99.0,5.8296,-99.0
*CCCCCCCNC(=O)CCCCCCCCCC(=O)N*,-99.0,-99.0,5.7365,-99.0
*CCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9612,-99.0
*CCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.8607,-99.0
*CCCCCCCCCNC(=O)CCCCCC(=O)N*,-99.0,-99.0,5.9578,-99.0
*CCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.6744,-99.0
*CCCCCCCCCNC(=O)CCCCCCCCCC(=O)N*,-99.0,-99.0,5.9794,-99.0
*CCCCCCCCCNC(=O)CCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.7342,-99.0
*CCCCCCCCCCNC(=O)CCCCCCC(=O)N*,-99.0,-99.0,5.9989,-99.0
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.8204,-99.0
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9174,-99.0
*CCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.7824,-99.0
*CCCCCCCCCCCNC(=O)CCCCC(=O)N*,-99.0,-99.0,6.1376,-99.0
*CCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.9682,-99.0
*CCCCCCCCCCCCNC(=O)CCCCC(=O)N*,-99.0,-99.0,5.5516,-99.0
*CCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.9688,-99.0
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9644,-99.0
*CCCCCCCCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.927,-99.0
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCC(=O)N*,-99.0,-99.0,5.9115,-99.0
*CCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9384,-99.0
*CCCCCCCCCCCCCCCCCCNC(=O)CCCCCCCCCCC(=O)N*,-99.0,-99.0,5.6172,-99.0
*NC(C)C(C)C(*)=O,-99.0,-99.0,6.1482,-99.0
*Nc1ccc(C(*)=O)cc1,-99.0,-99.0,3.7503,-99.0
*CCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.7523,-99.0
*CC=CCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.3865,-99.0
*CCCCCCCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.2366,-99.0
*CCCCCCCCCCNC(=O)C(C)=C(C)C(=O)N*,-99.0,-99.0,4.9889,-99.0
*NC1CC(CCC(*)=O)C1(C)C,-99.0,-99.0,5.7546,-99.0
*CCCCCCCCCNC(=O)CCC=CCCC(=O)N*,-99.0,-99.0,5.6551,-99.0
*CCCCCCNC(=O)C1CC1(C)C(=O)N*,-99.0,-99.0,6.1739,-99.0
*CC1CCC(CNC(=O)CCCC(=O)N*)CC1,-99.0,-99.0,6.0036,-99.0
*CC1CCC(CNC(=O)CCCCCCC(=O)N*)CC1,-99.0,-99.0,5.8707,-99.0
*CC1CCC(CNC(=O)CCCCCCCC(=O)N*)CC1,-99.0,-99.0,5.7062,-99.0
*CC1CCC(CNC(=O)CCCCCCCCC(=O)N*)CC1,-99.0,-99.0,5.7331,-99.0
*CC1CCC(CNC(=O)CCCCCCCCCCC(=O)N*)CC1,-99.0,-99.0,5.9594,-99.0
*NC1CCC(CCC2CCC(NC(=O)CCCCCCCCCCC(*)=O)CC2)CC1,-99.0,-99.0,5.7235,-99.0
*Nc1ccc(NC(=O)CCCCC(*)=O)cc1,-99.0,-99.0,4.5219,-99.0
*Nc1cccc(NC(=O)CCCCCCC(*)=O)c1,-99.0,-99.0,4.8656,-99.0
*Nc1ccc(NC(=O)CCCCCCC(*)=O)cc1,-99.0,-99.0,4.498,-99.0
*Nc1ccc(NC(=O)CCCCCCCCC(*)=O)cc1,-99.0,-99.0,4.5375,-99.0
*Cc1ccc(CNC(=O)c2cccc(C(=O)N*)c2)cc1,-99.0,-99.0,4.6753,-99.0
*CCC(=O)N(*)C,-99.0,-99.0,5.368,-99.0
*CCCCCCCCCCC(=O)N(*)C,-99.0,-99.0,5.7405,-99.0
*CCCCCCCCCCCC(=O)N(*)C,-99.0,-99.0,5.8019,-99.0
*CCC(=O)N(CCN(C(=O)CCN1CCN(*)CC1)C(C)C)C(C)C,-99.0,-99.0,4.3463,-99.0
*C(=O)CCN(C)CCN(C)CCC(=O)N1CCN(*)CC1,-99.0,-99.0,4.9845,-99.0
*C(=O)C1CC(OC(C)=O)CN1*,-99.0,-99.0,4.1614,-99.0
*C(=O)C1CCCN1*,-99.0,-99.0,5.5773,-99.0
*NC(CCCCN)C(*)=O,-99.0,-99.0,5.1712,-99.0
*C(=O)CNC(=O)C1CCCN1C(=O)C1CCCN1*,-99.0,-99.0,5.248,-99.0
*NC(CSC(=O)OCc1ccccc1)C(*)=O,-99.0,-99.0,5.0387,-99.0
*NC(CC(=O)OCCC)C(*)=O,-99.0,-99.0,5.0074,-99.0
*NC(CC(=O)OCc1ccc(Cl)cc1)C(*)=O,-99.0,-99.0,5.1636,-99.0
*C(=O)C(C)NC(=O)CNC(=O)C1CCCN1*,-99.0,-99.0,5.7716,-99.0
*NC(C)C(=O)NCC(*)=O,-99.0,-99.0,5.7945,-99.0
*NC(C)C(=O)NC(CCC(=O)OCC)C(=O)NCC(*)=O,-99.0,-99.0,5.3361,-99.0
*NC(C)C(=O)NC(C)C(=O)NCC(*)=O,-99.0,-99.0,5.7884,-99.0
*NC(C)C(*)=O,-99.0,-99.0,6.0729,-99.0
*C(=O)NCCCCCCCCCCNC(=O)c1ccc(*)nc1,-99.0,-99.0,4.5311,-99.0
*C(=O)NCCCCCCNC(=O)c1ccc(*)nc1,-99.0,-99.0,4.574,-99.0
*C(=O)NCCCCCCNC(=O)c1cccc(*)n1,-99.0,-99.0,4.786,-99.0
*C(=O)NCCCCCCNC(=O)c1ccncc1*,-99.0,-99.0,4.5298,-99.0
*C(=O)NCCCCCCNC(=O)c1cncc(*)c1,-99.0,-99.0,4.9388,-99.0
*C(=O)NCCCCCCNC(=O)c1cc(*)c(C)nc1C,-99.0,-99.0,5.2417,-99.0
*C(=O)NCCCCCCCCNC(=O)c1ccc(*)nc1,-99.0,-99.0,4.7836,-99.0
*C(=O)NCCCCCCCCNC(=O)c1cncc(*)c1,-99.0,-99.0,4.7551,-99.0
*CCCCCCCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,-99.0,-99.0,5.2644,-99.0
*CCCCCC(=O)NCc1ccc(CNC(=O)CCCCO*)cc1,-99.0,-99.0,5.142,-99.0
*CCCCCCC(=O)NCCCCCCNC(=O)CCCO*,-99.0,-99.0,5.9827,-99.0
*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCCO*,-99.0,-99.0,5.9843,-99.0
*CCCCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*,-99.0,-99.0,6.0291,-99.0
*CCCCC(=O)NCCCCCCNC(=O)CCCO*,-99.0,-99.0,5.9543,-99.0
*CCCCCCCCC(=O)NCCCCCCNC(=O)CCCO*,-99.0,-99.0,5.9837,-99.0
*CCCCCCNC(=O)C(=O)N*,-99.0,-99.0,5.1495,-99.0
*NNC(=O)CCCCCCCCC(*)=O,-99.0,-99.0,6.0464,-99.0
*NNC(=O)CCCCC(*)=O,-99.0,-99.0,5.6711,-99.0
*C(=O)CCN1CCN(CCC(=O)N2CCN(*)C(C)C2)CC1,-99.0,-99.0,4.9509,-99.0
*C(=O)CCC=CCCC(=O)N1CCN(*)CC1,-99.0,-99.0,5.4878,-99.0
*C(=O)c1cccc(C(=O)N2CCN(*)CC2)c1,-99.0,-99.0,4.7816,-99.0
*C(=O)C1CC1C(=O)N1CCN(*)CC1,-99.0,-99.0,5.7206,-99.0
*CCOCC(=O)NCCNC(=O)CO*,-99.0,-99.0,5.9751,-99.0
*Nc1ccc(CC(C)(C)NC(=O)CCCCCCCCC(*)=O)cc1,-99.0,-99.0,4.455,-99.0
*NC(C)C(=O)NCCCC(*)=O,-99.0,-99.0,5.7766,-99.0
*CC(C)C(=O)N*,-99.0,-99.0,6.0647,-99.0
*NC(CSSCc1ccccc1)C(*)=O,-99.0,-99.0,4.9511,-99.0
*CCC(=O)NCC(=O)N*,-99.0,-99.0,6.1234,-99.0
*C(=O)C(NC(=O)C1CCCN1C(=O)C1CCCN1*)c1ccccc1,-99.0,-99.0,5.0377,-99.0
*NC(C(*)=O)C(Cc1ccccc1)c1c[nH]cn1,-99.0,-99.0,4.764,-99.0
*NC(C(*)=O)C(C)CC,-99.0,-99.0,5.462,-99.0
*NC(CC(C)C)C(*)=O,-99.0,-99.0,6.106,-99.0
*NC(COC(C)=O)C(*)=O,-99.0,-99.0,5.9781,-99.0
*NC(Cc1ccc(OC(=O)OCc2ccccc2)cc1)C(*)=O,-99.0,-99.0,4.9567,-99.0
*CC(C)(CCCC)C(=O)N*,-99.0,-99.0,6.0622,-99.0
*CC(C)(CC)C(=O)N*,-99.0,-99.0,5.7057,-99.0
*CC(C)(CCC)C(=O)N*,-99.0,-99.0,5.8261,-99.0
*C(=O)NC1CCCC(*)O1,-99.0,-99.0,6.2047,-99.0
*CC1CCCC(CNC(=O)CCCCCCCCCCC(=O)N*)C1,-99.0,-99.0,5.83,-99.0
*CC1CCCC(CNC(=O)CCCCCCC(=O)N*)C1,-99.0,-99.0,5.9323,-99.0
*CNC(=O)CC(=O)N*,-99.0,-99.0,6.3692,-99.0
*NC(CC(=O)OCc1ccccc1)C(*)=O,-99.0,-99.0,5.316,-99.0
*NC(CCC(=O)OCCCC)C(*)=O,-99.0,-99.0,5.5734,-99.0
*NC(CCC(=O)OCc1ccc(Cl)cc1)C(*)=O,-99.0,-99.0,5.2897,-99.0
*NC(CCC(=O)OCCCl)C(*)=O,-99.0,-99.0,5.9169,-99.0
*NC(CCC(=O)OCCC)C(*)=O,-99.0,-99.0,5.8843,-99.0
*CCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,-99.0,-99.0,5.8056,-99.0
*CCCCCCCCCCCCNC(=O)CCP(C)(=O)CCC(=O)N*,-99.0,-99.0,5.7027,-99.0
*NC(C)CCCCC(*)=O,-99.0,-99.0,5.5854,-99.0
*CCCCCCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.9891,-99.0
*NC1CC1NC(=O)C1CC1C(*)=O,-99.0,-99.0,5.9042,-99.0
*CCCCCCNC(=O)CCCCC(=O)NCCCCCCNC(=O)C(=O)N*,-99.0,-99.0,5.2635,-99.0
*CCCCCCNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.992,-99.0
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCCC)C(=O)N*,-99.0,-99.0,6.0328,-99.0
*CCCCCCNC(=O)C(CCCCCCCCCCCCCCC)C(=O)N*,-99.0,-99.0,5.9375,-99.0
*CCCCCCNC(=O)C(CCCCC)C(=O)N*,-99.0,-99.0,5.7089,-99.0
*NNC(=O)c1cccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)c1,-99.0,-99.0,3.2068,-99.0
*CCCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,-99.0,-99.0,5.9457,-99.0
*CCCCCNC(=O)CCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,5.855,-99.0
*CCCCCNC(=O)CCCCCCCCC(=O)NCCCCCNC(=O)C(=O)N*,-99.0,-99.0,5.7501,-99.0
*Nc1ccc(NC(=O)CCCCCCCC(*)=O)cc1,-99.0,-99.0,4.5152,-99.0
*Nc1ccc(NC(=O)CCCC(*)=O)cc1,-99.0,-99.0,3.9291,-99.0
*NNC(=O)c1ccc(C(=O)NNC(=S)c2cccc(C(*)=S)c2)cc1,-99.0,-99.0,3.5899,-99.0
*CCCCNC(=O)CCCCCCCC(=O)NCCCCNC(=O)C(=O)N*,-99.0,-99.0,5.3591,-99.0
*CCCCNC(=O)c1cccc(C(=O)N*)c1,-99.0,-99.0,5.1173,-99.0
*CCCCNC(=O)CCCCCCC(=O)NCCCCNC(=O)C(=O)N*,-99.0,-99.0,4.7855,-99.0
*CCCNC(=O)CCCCCCCCC(=O)NCCCNC(=O)C(=O)N*,-99.0,-99.0,5.3556,-99.0
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCCCCCCC(=O)N*)cc1,-99.0,-99.0,5.5873,-99.0
*Cc1ccc(CNC(=O)CCCCCCCCCCCCCCCC(=O)N*)cc1,-99.0,-99.0,5.288,-99.0
*CCCCCCc1nc2cc(NC(=O)CCCCCCCCC(=O)Nc3ccc4oc(*)nc4c3)ccc2o1,-99.0,-99.0,4.6818,-99.0
*Nc1ccc(NC(=O)CCCCCC(*)=O)cc1,-99.0,-99.0,4.5224,-99.0
*CCCCCCCCCCCCCCCCCC(=O)N*,-99.0,-99.0,6.0841,-99.0
*CCCCCCCNC(=O)C(CCCCCCCCCCCC)C(=O)N*,-99.0,-99.0,5.7103,-99.0
*NC(Cc1ccccc1)C(*)=O,-99.0,-99.0,5.5152,-99.0
*Oc1ccc(NC(=O)c2cc(C(=O)Nc3ccc(*)cc3)cc(S(=O)(=O)c3ccccc3)c2)cc1,-99.0,-99.0,3.3682,-99.0
*CCCCCCNC(=O)CCCCC(=O)NCC(=O)N*,-99.0,-99.0,5.8188,-99.0
*Nc1c(C)c(C)c(C(=O)c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)c(C)c1C,-99.0,-99.0,3.4801,-99.0
*Nc1ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(NC(=O)c4ccc(C(*)=O)cc4)cc3)c(C)c2C)cc1,-99.0,-99.0,3.4851,-99.0
*NNC(=S)c1ccc(C(*)=S)cc1,-99.0,-99.0,3.4154,-99.0
*CCCCCNC(=O)O*,-99.0,-99.0,6.3761,-99.0
*C(=O)OC1CCN(*)CC1,-99.0,-99.0,5.5791,-99.0
*OC1CCC(NC(*)=O)CC1,-99.0,-99.0,6.28,-99.0
*CCOC(=O)NCCCCCCNC(=O)O*,-99.0,-99.0,6.1814,-99.0
*CCOC(=O)NCCCCCCCCCNC(=O)O*,-99.0,-99.0,6.3118,-99.0
*CCCOC(=O)NCCCCCCNC(=O)O*,-99.0,-99.0,6.2372,-99.0
*CCCCOC(=O)NCCCCCCNC(=O)O*,-99.0,-99.0,6.3532,-99.0
*CCCCOC(=O)NC1CC1NC(=O)O*,-99.0,-99.0,6.3078,-99.0
